Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G2651,"(0, 1, 2, 3, 7, 5, 4, 6, 9, 8)","(4, 6, 9, 0, 1, 8, 7, 2, 5, 3)",m13n2491,2,-1,--,--,G2245
G2652,"(0, 2, 5, 6, 4, 3, 7, 8, 9, 1)","(3, 8, 9, 1, 0, 5, 2, 4, 6, 7)",m13n2491,2,-1,--,--,G2246
G2247,"(0, 2, 3, 4, 1, 9, 5, 8, 6, 7)","(4, 5, 6, 9, 8, 7, 0, 2, 1, 3)",m13n2491,2,1,--,--,G2653
G2248,"(0, 1, 2, 5, 6, 4, 3, 7, 9, 8)","(6, 7, 9, 0, 3, 1, 8, 2, 5, 4)",m13n2491,2,1,--,--,G2654
G2653,"(0, 9, 2, 4, 3, 1, 5, 6, 7, 8)","(5, 3, 6, 1, 0, 7, 8, 9, 2, 4)",m13n2491,2,1,--,--,G2247
G2654,"(0, 2, 3, 4, 8, 7, 5, 6, 9, 1)","(4, 5, 7, 9, 6, 1, 0, 2, 3, 8)",m13n2491,2,1,--,--,G2248
G2068,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(4, 1, 3, 2, 8, 0, 7, 6, 5, 9)",13n2492,-15,-2,--,--,G2474
G2474,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(5, 1, 3, 2, 0, 8, 7, 6, 4, 9)",13n2492,-15,-2,--,--,G2068
G2069,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(5, 6, 4, 2, 3, 1, 0, 9, 8, 7)",13n2492,-15,0,G2070,G2476,G2475
G2070,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(4, 1, 9, 3, 8, 7, 0, 6, 5, 2)",13n2492,-15,0,G2069,G2475,G2476
G2475,"(0, 3, 2, 1, 9, 7, 5, 4, 8, 6)","(7, 8, 6, 5, 4, 3, 2, 0, 1, 9)",13n2492,-15,0,G2476,G2070,G2069
G2476,"(0, 9, 7, 6, 8, 5, 3, 4, 2, 1)","(5, 3, 2, 0, 4, 9, 7, 1, 8, 6)",13n2492,-15,0,G2475,G2069,G2070
G2071,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 7, 6, 5, 2, 4, 0, 9, 1, 8)",13n2492,-15,2,--,--,G2477
G2477,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 8, 6, 5, 4, 2, 0, 9, 1, 7)",13n2492,-15,2,--,--,G2071
G2026,"(0, 1, 2, 5, 9, 7, 4, 6, 8, 3)","(4, 6, 8, 0, 3, 1, 9, 2, 5, 7)",13n1692,-2,-1,--,--,G2433
G2027,"(0, 8, 1, 9, 2, 7, 3, 5, 6, 4)","(5, 3, 6, 4, 8, 0, 9, 1, 2, 7)",13n1692,-2,-1,--,--,G2432
G2028,"(0, 4, 2, 1, 7, 5, 6, 8, 9, 3)","(5, 8, 6, 3, 2, 9, 0, 1, 4, 7)",13n1692,-2,-1,--,--,G2434
G2029,"(0, 7, 1, 3, 6, 5, 2, 4, 8, 9)","(5, 2, 4, 8, 9, 7, 6, 0, 1, 3)",13n1692,-2,-1,--,--,G2435
G2432,"(0, 3, 4, 7, 5, 6, 9, 2, 1, 8)","(5, 6, 9, 1, 8, 0, 3, 7, 4, 2)",13n1692,-2,-1,--,--,G2027
G2433,"(0, 7, 1, 9, 2, 4, 8, 5, 6, 3)","(4, 2, 5, 3, 6, 7, 0, 9, 1, 8)",13n1692,-2,-1,--,--,G2026
G2434,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(5, 7, 4, 6, 0, 1, 2, 9, 8, 3)",13n1692,-2,-1,--,--,G2028
G2435,"(0, 7, 1, 9, 8, 5, 2, 3, 4, 6)","(5, 3, 6, 4, 0, 9, 7, 8, 1, 2)",13n1692,-2,-1,--,--,G2029
G2030,"(0, 8, 9, 1, 7, 2, 5, 3, 6, 4)","(7, 2, 3, 5, 4, 6, 0, 8, 1, 9)",13n1692,-2,1,--,--,G2438
G2031,"(0, 5, 7, 9, 6, 4, 8, 1, 2, 3)","(6, 8, 1, 4, 2, 0, 3, 5, 7, 9)",13n1692,-2,1,--,--,G2436
G2032,"(0, 1, 5, 7, 4, 3, 6, 8, 2, 9)","(6, 8, 9, 3, 2, 0, 1, 5, 7, 4)",13n1692,-2,1,--,--,G2437
G2033,"(0, 4, 5, 7, 8, 6, 2, 1, 9, 3)","(6, 9, 2, 3, 4, 1, 0, 7, 5, 8)",13n1692,-2,1,--,--,G2439
G2436,"(0, 7, 8, 5, 9, 1, 4, 2, 6, 3)","(5, 2, 4, 3, 6, 7, 0, 8, 1, 9)",13n1692,-2,1,--,--,G2031
G2437,"(0, 2, 3, 4, 1, 8, 7, 5, 9, 6)","(4, 5, 8, 9, 7, 6, 2, 0, 3, 1)",13n1692,-2,1,--,--,G2032
G2438,"(0, 7, 6, 9, 2, 3, 1, 4, 5, 8)","(6, 4, 1, 5, 8, 0, 7, 9, 2, 3)",13n1692,-2,1,--,--,G2030
G2439,"(0, 2, 9, 8, 1, 3, 4, 7, 5, 6)","(3, 8, 7, 4, 5, 6, 0, 2, 9, 1)",13n1692,-2,1,--,--,G2033
G2249,"(0, 2, 1, 3, 7, 4, 5, 6, 8, 9)","(7, 9, 6, 8, 2, 0, 1, 3, 4, 5)",m13n2492,5,0,G2250,G2656,G2655
G2250,"(0, 3, 1, 5, 6, 4, 7, 8, 9, 2)","(4, 8, 9, 0, 2, 1, 3, 5, 6, 7)",m13n2492,5,0,G2249,G2655,G2656
G2655,"(0, 1, 3, 2, 4, 6, 7, 8, 5, 9)","(2, 6, 7, 5, 8, 9, 0, 3, 1, 4)",m13n2492,5,0,G2656,G2250,G2249
G2656,"(0, 8, 1, 6, 2, 3, 4, 7, 5, 9)","(6, 5, 7, 9, 8, 0, 1, 2, 3, 4)",m13n2492,5,0,G2655,G2249,G2250
G740,"(0, 1, 3, 4, 2, 6, 7, 5, 8, 9)","(6, 7, 8, 9, 5, 3, 4, 0, 1, 2)",13n192,1,0,G741,G740,G741
G741,"(0, 2, 3, 4, 5, 8, 6, 7, 1, 9)","(5, 6, 7, 1, 2, 3, 9, 0, 8, 4)",13n192,1,0,G740,G741,G740
G1667,"(0, 4, 3, 5, 9, 8, 7, 6, 2, 1)","(5, 7, 6, 2, 4, 3, 1, 0, 9, 8)",m13n192,-11,0,G1668,G1668,G1667
G1668,"(0, 9, 8, 5, 7, 6, 2, 4, 3, 1)","(6, 2, 1, 0, 4, 3, 5, 9, 8, 7)",m13n192,-11,0,G1667,G1667,G1668
G791,"(0, 4, 3, 2, 5, 8, 7, 6, 9, 1)","(5, 7, 9, 6, 1, 4, 3, 0, 2, 8)",13n469,-3,0,G792,G792,G791
G792,"(0, 2, 4, 1, 6, 9, 8, 5, 7, 3)","(5, 9, 8, 7, 0, 3, 2, 1, 4, 6)",13n469,-3,0,G791,G791,G792
G1702,"(0, 1, 7, 8, 9, 6, 3, 4, 5, 2)","(3, 6, 2, 4, 5, 0, 7, 9, 1, 8)",m13n469,-7,0,G1703,G1702,G1703
G1703,"(0, 7, 2, 3, 5, 1, 4, 9, 6, 8)","(4, 1, 8, 9, 0, 6, 7, 5, 2, 3)",m13n469,-7,0,G1702,G1703,G1702
G793,"(0, 1, 2, 5, 4, 6, 3, 9, 7, 8)","(3, 6, 7, 9, 8, 0, 5, 4, 1, 2)",13n584,2,-1,--,--,G794
G794,"(0, 1, 5, 3, 2, 4, 7, 8, 6, 9)","(7, 8, 9, 6, 5, 0, 1, 3, 2, 4)",13n584,2,-1,--,--,G793
G795,"(0, 1, 9, 5, 2, 4, 3, 6, 7, 8)","(6, 7, 4, 3, 8, 0, 9, 1, 2, 5)",13n584,2,1,--,--,G796
G796,"(0, 3, 1, 2, 5, 7, 6, 4, 8, 9)","(5, 7, 6, 8, 9, 4, 3, 0, 1, 2)",13n584,2,1,--,--,G795
G1704,"(0, 9, 8, 5, 3, 4, 2, 1, 6, 7)","(6, 2, 1, 0, 7, 9, 8, 5, 3, 4)",m13n584,-12,-1,--,--,G1705
G1705,"(0, 8, 9, 7, 2, 3, 6, 5, 4, 1)","(5, 2, 3, 1, 4, 8, 0, 9, 7, 6)",m13n584,-12,-1,--,--,G1704
G1706,"(0, 7, 6, 5, 8, 9, 4, 2, 3, 1)","(5, 4, 2, 1, 3, 7, 0, 8, 9, 6)",m13n584,-12,1,--,--,G1707
G1707,"(0, 1, 6, 5, 3, 4, 2, 9, 8, 7)","(3, 4, 2, 9, 8, 0, 7, 6, 5, 1)",m13n584,-12,1,--,--,G1706
G797,"(0, 7, 6, 2, 1, 4, 3, 5, 9, 8)","(4, 3, 9, 8, 5, 7, 6, 0, 2, 1)",13n586,-4,-1,--,--,G797
G798,"(0, 9, 3, 5, 4, 7, 6, 2, 1, 8)","(7, 6, 8, 2, 1, 3, 0, 9, 5, 4)",13n586,-4,1,--,--,G798
G1708,"(0, 1, 8, 9, 7, 2, 3, 5, 6, 4)","(5, 6, 3, 4, 0, 8, 9, 1, 2, 7)",m13n586,-6,-1,--,--,G1708
G1709,"(0, 8, 9, 1, 2, 7, 5, 6, 3, 4)","(7, 2, 3, 5, 6, 4, 0, 1, 8, 9)",m13n586,-6,1,--,--,G1709
G799,"(0, 1, 7, 4, 5, 3, 6, 8, 9, 2)","(3, 6, 2, 8, 9, 7, 0, 1, 4, 5)",13n592,-2,-1,--,--,G800
G800,"(0, 1, 3, 4, 2, 8, 6, 7, 9, 5)","(6, 7, 9, 0, 5, 3, 1, 2, 4, 8)",13n592,-2,-1,--,--,G799
G801,"(0, 6, 8, 9, 7, 3, 1, 2, 4, 5)","(7, 1, 3, 4, 2, 0, 5, 6, 8, 9)",13n592,-2,1,--,--,G802
G802,"(0, 3, 4, 6, 9, 7, 8, 5, 1, 2)","(7, 8, 1, 2, 5, 3, 4, 0, 6, 9)",13n592,-2,1,--,--,G801
G1710,"(0, 9, 1, 5, 7, 6, 4, 8, 3, 2)","(4, 3, 8, 0, 2, 1, 9, 5, 7, 6)",m13n592,-8,-1,--,--,G1711
G1711,"(0, 7, 9, 8, 1, 5, 4, 6, 3, 2)","(4, 1, 3, 2, 6, 0, 7, 9, 8, 5)",m13n592,-8,-1,--,--,G1710
G1712,"(0, 9, 6, 8, 7, 1, 4, 3, 5, 2)","(7, 4, 3, 5, 2, 6, 0, 9, 1, 8)",m13n592,-8,1,--,--,G1713
G1713,"(0, 9, 4, 8, 6, 5, 7, 1, 3, 2)","(6, 5, 7, 3, 1, 0, 2, 4, 9, 8)",m13n592,-8,1,--,--,G1712
G803,"(0, 9, 6, 8, 7, 5, 4, 3, 2, 1)","(4, 3, 1, 2, 0, 9, 6, 8, 7, 5)",13n604,-19,-2,--,--,G803
G804,"(0, 6, 5, 4, 2, 1, 3, 9, 8, 7)","(3, 1, 0, 9, 8, 7, 6, 5, 4, 2)",13n604,-19,0,G805,G804,G805
G805,"(0, 5, 4, 6, 3, 2, 1, 9, 8, 7)","(2, 1, 9, 0, 8, 7, 6, 5, 4, 3)",13n604,-19,0,G804,G805,G804
G806,"(0, 9, 8, 7, 6, 4, 3, 5, 2, 1)","(6, 4, 3, 5, 2, 1, 9, 0, 8, 7)",13n604,-19,2,--,--,G806
G1714,"(0, 2, 3, 1, 4, 5, 6, 7, 8, 9)","(4, 5, 7, 6, 8, 9, 0, 2, 3, 1)",m13n604,9,0,G1714,G1714,G1714
G720,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(4, 2, 1, 3, 0, 9, 7, 6, 8, 5)",13n1180,-15,-2,--,--,G720
G721,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 4, 2, 1, 8, 7, 0, 9, 5, 3)",13n1180,-15,0,G723,G724,G722
G722,"(0, 8, 6, 9, 7, 3, 2, 5, 4, 1)","(5, 3, 2, 4, 1, 0, 8, 9, 7, 6)",13n1180,-15,0,G724,G723,G721
G723,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(5, 7, 4, 1, 0, 3, 2, 9, 8, 6)",13n1180,-15,0,G721,G722,G724
G724,"(0, 8, 9, 6, 7, 5, 4, 2, 1, 3)","(7, 4, 2, 1, 3, 0, 9, 6, 5, 8)",13n1180,-15,0,G722,G721,G723
G725,"(0, 9, 2, 1, 8, 7, 5, 6, 4, 3)","(8, 5, 7, 6, 4, 3, 0, 2, 1, 9)",13n1180,-15,2,--,--,G725
G1651,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 3, 4, 7, 8, 0, 9, 1, 2, 5)",m13n1180,5,0,G1652,G1651,G1652
G1652,"(0, 1, 9, 2, 3, 5, 6, 4, 7, 8)","(3, 5, 4, 6, 7, 0, 1, 8, 9, 2)",m13n1180,5,0,G1651,G1652,G1651
G726,"(0, 8, 9, 2, 5, 3, 4, 6, 7, 1)","(4, 1, 6, 7, 0, 8, 9, 2, 3, 5)",13n1192,2,-1,--,--,G726
G727,"(0, 4, 5, 7, 8, 6, 9, 2, 3, 1)","(6, 8, 9, 2, 3, 1, 4, 5, 0, 7)",13n1192,2,1,--,--,G727
G1653,"(0, 9, 6, 8, 7, 5, 1, 2, 4, 3)","(5, 4, 1, 2, 0, 9, 3, 6, 8, 7)",m13n1192,-12,-1,--,--,G1653
G1654,"(0, 9, 1, 2, 8, 6, 5, 7, 4, 3)","(6, 5, 7, 0, 4, 3, 1, 2, 9, 8)",m13n1192,-12,1,--,--,G1654
G1655,"(0, 1, 8, 6, 2, 5, 4, 3, 9, 7)","(2, 4, 3, 9, 7, 0, 8, 6, 5, 1)",m13n1692,-8,-1,--,--,G1656
G1656,"(0, 6, 8, 9, 2, 5, 4, 3, 1, 7)","(4, 1, 3, 7, 8, 0, 9, 6, 5, 2)",m13n1692,-8,-1,--,--,G1655
G1657,"(0, 6, 4, 3, 2, 5, 8, 9, 1, 7)","(5, 2, 1, 8, 7, 9, 0, 4, 6, 3)",m13n1692,-8,1,--,--,G1658
G1658,"(0, 8, 4, 3, 2, 5, 1, 9, 6, 7)","(6, 2, 1, 9, 7, 0, 8, 4, 3, 5)",m13n1692,-8,1,--,--,G1657
G728,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(5, 1, 3, 9, 8, 7, 0, 6, 4, 2)",13n1779,-15,0,G729,G728,G729
G729,"(0, 9, 7, 6, 8, 5, 3, 4, 2, 1)","(5, 3, 2, 1, 4, 9, 7, 0, 6, 8)",13n1779,-15,0,G728,G729,G728
G1659,"(0, 8, 1, 2, 3, 4, 6, 5, 7, 9)","(6, 3, 5, 7, 9, 0, 2, 8, 1, 4)",m13n1779,5,0,G1660,G1660,G1659
G1660,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(4, 6, 8, 2, 9, 0, 1, 5, 3, 7)",m13n1779,5,0,G1659,G1659,G1660
G730,"(0, 1, 9, 3, 5, 4, 7, 6, 8, 2)","(3, 4, 2, 6, 0, 8, 1, 9, 5, 7)",13n1836,-4,-1,--,--,G730
G731,"(0, 4, 6, 5, 8, 7, 9, 3, 1, 2)","(5, 7, 3, 1, 4, 2, 6, 0, 8, 9)",13n1836,-4,1,--,--,G731
G1661,"(0, 4, 2, 6, 5, 7, 3, 9, 1, 8)","(3, 1, 7, 9, 8, 0, 6, 4, 5, 2)",m13n1836,-6,-1,--,--,G1661
G1662,"(0, 7, 9, 5, 1, 3, 2, 6, 4, 8)","(6, 3, 4, 2, 8, 0, 9, 1, 7, 5)",m13n1836,-6,1,--,--,G1662
G732,"(0, 1, 9, 4, 2, 3, 8, 6, 5, 7)","(3, 8, 6, 0, 5, 7, 4, 1, 9, 2)",13n1864,-5,0,G733,G732,G733
G733,"(0, 6, 4, 5, 8, 9, 7, 2, 1, 3)","(5, 2, 7, 1, 3, 4, 0, 8, 6, 9)",13n1864,-5,0,G732,G733,G732
G1663,"(0, 9, 3, 5, 7, 4, 8, 1, 6, 2)","(5, 4, 6, 1, 2, 0, 3, 7, 9, 8)",m13n1864,-5,0,G1664,G1664,G1663
G1664,"(0, 1, 3, 8, 7, 9, 4, 6, 5, 2)","(4, 6, 9, 2, 0, 5, 1, 3, 8, 7)",m13n1864,-5,0,G1663,G1663,G1664
G734,"(0, 7, 9, 6, 5, 4, 2, 3, 1, 8)","(4, 3, 1, 0, 8, 7, 6, 9, 5, 2)",13n1907,-15,-2,--,--,G735
G735,"(0, 6, 9, 8, 7, 5, 2, 4, 1, 3)","(4, 2, 3, 1, 0, 9, 8, 6, 5, 7)",13n1907,-15,-2,--,--,G734
G736,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(3, 2, 1, 5, 4, 0, 7, 9, 8, 6)",13n1907,-15,0,G737,G737,G736
G737,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(5, 3, 2, 4, 1, 7, 6, 0, 9, 8)",13n1907,-15,0,G736,G736,G737
G738,"(0, 7, 5, 6, 4, 3, 2, 9, 1, 8)","(6, 3, 9, 2, 1, 0, 8, 7, 5, 4)",13n1907,-15,2,--,--,G739
G739,"(0, 2, 9, 1, 8, 6, 5, 4, 7, 3)","(6, 8, 7, 5, 4, 3, 2, 0, 1, 9)",13n1907,-15,2,--,--,G738
G1665,"(0, 2, 1, 3, 4, 5, 6, 8, 7, 9)","(8, 9, 5, 6, 7, 0, 2, 3, 1, 4)",m13n1907,5,0,G1666,G1665,G1666
G1666,"(0, 2, 1, 3, 4, 5, 6, 8, 7, 9)","(5, 8, 6, 7, 9, 2, 3, 4, 0, 1)",m13n1907,5,0,G1665,G1666,G1665
G742,"(0, 5, 2, 3, 9, 6, 1, 4, 7, 8)","(4, 1, 6, 7, 5, 0, 8, 9, 2, 3)",13n2180,-3,0,G743,G742,G743
G743,"(0, 5, 1, 7, 3, 4, 8, 2, 6, 9)","(7, 8, 6, 2, 9, 0, 1, 5, 3, 4)",13n2180,-3,0,G742,G743,G742
G1669,"(0, 9, 6, 5, 4, 7, 2, 1, 3, 8)","(7, 4, 1, 0, 8, 3, 6, 5, 9, 2)",m13n2180,-7,0,G1670,G1670,G1669
G1670,"(0, 6, 2, 8, 7, 1, 5, 9, 4, 3)","(7, 9, 5, 4, 3, 6, 0, 2, 1, 8)",m13n2180,-7,0,G1669,G1669,G1670
G744,"(0, 5, 8, 6, 9, 2, 3, 4, 1, 7)","(3, 9, 1, 0, 4, 5, 7, 8, 6, 2)",13n2436,-2,-1,--,--,G745
G745,"(0, 1, 2, 6, 8, 4, 7, 9, 5, 3)","(4, 5, 9, 0, 3, 1, 2, 6, 8, 7)",13n2436,-2,-1,--,--,G744
G746,"(0, 6, 3, 4, 5, 8, 1, 9, 2, 7)","(5, 1, 9, 0, 2, 3, 7, 6, 8, 4)",13n2436,-2,1,--,--,G747
G747,"(0, 8, 4, 6, 9, 5, 7, 1, 2, 3)","(6, 5, 7, 1, 2, 0, 3, 4, 8, 9)",13n2436,-2,1,--,--,G746
G1671,"(0, 3, 2, 1, 7, 5, 9, 6, 4, 8)","(6, 9, 8, 4, 3, 0, 2, 1, 7, 5)",m13n2436,-8,-1,--,--,G1672
G1672,"(0, 5, 2, 6, 9, 8, 7, 4, 1, 3)","(4, 8, 7, 1, 3, 2, 0, 9, 5, 6)",m13n2436,-8,-1,--,--,G1671
G1673,"(0, 4, 2, 9, 3, 1, 7, 6, 5, 8)","(3, 1, 7, 6, 8, 5, 4, 0, 9, 2)",m13n2436,-8,1,--,--,G1674
G1674,"(0, 2, 9, 6, 5, 4, 7, 1, 8, 3)","(7, 8, 4, 3, 1, 0, 2, 6, 5, 9)",m13n2436,-8,1,--,--,G1673
G748,"(0, 2, 4, 3, 5, 9, 7, 8, 6, 1)","(5, 8, 1, 6, 2, 4, 0, 3, 9, 7)",13n2787,-4,-1,--,--,G749
G749,"(0, 2, 4, 3, 5, 9, 7, 8, 6, 1)","(3, 5, 8, 6, 1, 4, 0, 2, 9, 7)",13n2787,-4,-1,--,--,G748
G750,"(0, 5, 3, 4, 2, 6, 8, 7, 9, 1)","(4, 2, 9, 1, 7, 0, 5, 3, 6, 8)",13n2787,-4,1,--,--,G751
G751,"(0, 5, 3, 4, 2, 6, 8, 7, 9, 1)","(4, 2, 8, 1, 7, 9, 5, 0, 3, 6)",13n2787,-4,1,--,--,G750
G752,"(0, 7, 1, 9, 3, 5, 6, 4, 2, 8)","(6, 3, 4, 2, 8, 0, 1, 9, 7, 5)",13n2872,-9,0,G753,G752,G753
G753,"(0, 6, 9, 7, 8, 3, 1, 5, 2, 4)","(5, 3, 4, 1, 2, 0, 6, 9, 7, 8)",13n2872,-9,0,G752,G753,G752
G1675,"(0, 8, 1, 7, 9, 4, 3, 5, 2, 6)","(4, 3, 5, 2, 6, 8, 7, 0, 9, 1)",m13n2872,-1,0,G1676,G1676,G1675
G1676,"(0, 2, 9, 3, 5, 4, 7, 6, 8, 1)","(5, 8, 4, 6, 1, 0, 2, 9, 3, 7)",m13n2872,-1,0,G1675,G1675,G1676
G754,"(0, 2, 1, 9, 3, 5, 8, 7, 6, 4)","(3, 7, 5, 4, 6, 0, 2, 1, 9, 8)",13n3582,-8,-1,--,--,G756
G755,"(0, 9, 8, 7, 3, 5, 4, 6, 1, 2)","(5, 4, 1, 0, 6, 9, 8, 2, 3, 7)",13n3582,-8,-1,--,--,G757
G756,"(0, 2, 1, 4, 9, 5, 8, 7, 6, 3)","(5, 7, 6, 0, 3, 2, 4, 1, 9, 8)",13n3582,-8,-1,--,--,G754
G757,"(0, 9, 8, 6, 7, 2, 4, 3, 1, 5)","(4, 3, 1, 0, 5, 6, 9, 8, 7, 2)",13n3582,-8,-1,--,--,G755
G758,"(0, 8, 7, 6, 9, 1, 5, 3, 2, 4)","(6, 5, 3, 2, 4, 8, 0, 9, 7, 1)",13n3582,-8,1,--,--,G760
G759,"(0, 4, 2, 1, 3, 8, 9, 7, 6, 5)","(3, 8, 7, 6, 9, 0, 5, 4, 2, 1)",13n3582,-8,1,--,--,G761
G760,"(0, 7, 6, 5, 8, 4, 9, 2, 1, 3)","(5, 4, 2, 9, 1, 0, 3, 7, 6, 8)",13n3582,-8,1,--,--,G758
G761,"(0, 1, 6, 8, 7, 9, 5, 4, 3, 2)","(5, 9, 0, 4, 3, 6, 2, 1, 8, 7)",13n3582,-8,1,--,--,G759
G1677,"(0, 2, 1, 6, 4, 5, 7, 3, 8, 9)","(7, 8, 3, 2, 9, 0, 1, 6, 4, 5)",m13n3582,-2,-1,--,--,?
G1678,"(0, 1, 6, 2, 4, 5, 3, 8, 7, 9)","(4, 5, 3, 8, 9, 0, 7, 6, 1, 2)",m13n3582,-2,1,--,--,?
G762,"(0, 1, 9, 8, 6, 7, 4, 3, 5, 2)","(4, 7, 3, 5, 0, 2, 9, 8, 1, 6)",13n3589,-13,0,G763,G762,G763
G763,"(0, 6, 9, 7, 2, 5, 4, 1, 3, 8)","(4, 2, 3, 1, 8, 0, 9, 6, 7, 5)",13n3589,-13,0,G762,G763,G762
G1679,"(0, 8, 9, 1, 3, 2, 4, 5, 7, 6)","(5, 2, 4, 7, 0, 6, 8, 9, 3, 1)",m13n3589,3,0,G1680,G1680,G1679
G1680,"(0, 9, 1, 2, 4, 3, 5, 8, 6, 7)","(5, 3, 8, 6, 0, 7, 9, 4, 1, 2)",m13n3589,3,0,G1679,G1679,G1680
G764,"(0, 7, 8, 5, 6, 3, 4, 1, 2, 9)","(6, 1, 4, 9, 2, 0, 7, 5, 8, 3)",13n3596,-11,0,G764,G764,G764
G1681,"(0, 9, 2, 1, 4, 3, 5, 6, 8, 7)","(6, 3, 8, 5, 0, 7, 2, 9, 4, 1)",m13n3596,1,0,G1681,G1681,G1681
G765,"(0, 2, 8, 9, 6, 7, 4, 5, 3, 1)","(4, 7, 3, 5, 0, 1, 8, 2, 9, 6)",13n3602,-11,0,G766,G765,G766
G766,"(0, 1, 8, 7, 9, 6, 4, 5, 2, 3)","(4, 6, 2, 3, 5, 0, 8, 1, 7, 9)",13n3602,-11,0,G765,G766,G765
G1682,"(0, 3, 4, 2, 5, 7, 6, 9, 8, 1)","(5, 9, 8, 6, 1, 3, 0, 4, 2, 7)",m13n3602,1,0,G1683,G1683,G1682
G1683,"(0, 9, 1, 3, 4, 2, 6, 5, 8, 7)","(6, 2, 5, 8, 0, 7, 1, 9, 4, 3)",m13n3602,1,0,G1682,G1682,G1683
G767,"(0, 8, 5, 9, 3, 6, 4, 2, 7, 1)","(4, 2, 1, 7, 8, 0, 9, 5, 3, 6)",13n3956,-8,-1,--,--,G768
G768,"(0, 8, 1, 9, 5, 4, 6, 3, 7, 2)","(4, 3, 7, 2, 0, 8, 1, 9, 5, 6)",13n3956,-8,-1,--,--,G767
G769,"(0, 4, 9, 7, 5, 8, 2, 6, 3, 1)","(5, 8, 6, 2, 1, 3, 4, 0, 9, 7)",13n3956,-8,1,--,--,G770
G770,"(0, 5, 9, 6, 8, 7, 3, 1, 4, 2)","(6, 7, 3, 1, 4, 2, 0, 5, 9, 8)",13n3956,-8,1,--,--,G769
G771,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(7, 9, 1, 0, 2, 5, 3, 6, 4, 8)",13n3960,5,0,G772,G772,G771
G772,"(0, 2, 1, 3, 6, 4, 7, 5, 9, 8)","(4, 6, 5, 7, 9, 8, 0, 2, 3, 1)",13n3960,5,0,G771,G771,G772
G1684,"(0, 7, 5, 6, 4, 2, 3, 9, 1, 8)","(3, 1, 9, 0, 8, 7, 5, 4, 6, 2)",m13n3960,-15,-2,--,--,G1684
G1685,"(0, 8, 5, 6, 4, 2, 3, 1, 9, 7)","(3, 1, 9, 0, 8, 5, 7, 6, 4, 2)",m13n3960,-15,-2,--,--,G1685
G1686,"(0, 3, 1, 9, 8, 6, 4, 7, 5, 2)","(6, 7, 4, 3, 5, 2, 0, 1, 9, 8)",m13n3960,-15,0,G1687,G1686,G1687
G1687,"(0, 3, 1, 9, 8, 6, 4, 7, 5, 2)","(6, 7, 5, 2, 4, 3, 0, 1, 9, 8)",m13n3960,-15,0,G1686,G1687,G1686
G1688,"(0, 8, 6, 4, 5, 3, 1, 2, 9, 7)","(5, 3, 1, 0, 2, 9, 7, 8, 6, 4)",m13n3960,-15,2,--,--,G1688
G1689,"(0, 7, 9, 5, 6, 4, 2, 3, 1, 8)","(6, 2, 4, 3, 1, 0, 8, 9, 7, 5)",m13n3960,-15,2,--,--,G1689
G773,"(0, 5, 7, 9, 6, 8, 1, 4, 3, 2)","(4, 1, 2, 3, 0, 5, 7, 9, 8, 6)",13n3979,-6,-1,--,--,G773
G774,"(0, 9, 8, 1, 4, 6, 3, 5, 7, 2)","(6, 4, 3, 5, 7, 2, 9, 0, 1, 8)",13n3979,-6,1,--,--,G774
G1690,"(0, 7, 3, 4, 5, 2, 6, 9, 1, 8)","(5, 1, 6, 9, 8, 7, 0, 3, 4, 2)",m13n3979,-4,-1,--,--,G1690
G1691,"(0, 7, 9, 2, 6, 3, 4, 5, 1, 8)","(6, 4, 5, 8, 1, 0, 9, 2, 7, 3)",m13n3979,-4,1,--,--,G1691
G775,"(0, 7, 6, 4, 3, 2, 5, 9, 8, 1)","(2, 1, 9, 8, 7, 6, 0, 4, 3, 5)",13n4024,-11,-2,--,--,G775
G776,"(0, 9, 2, 8, 5, 4, 3, 7, 6, 1)","(5, 4, 6, 3, 1, 0, 9, 2, 8, 7)",13n4024,-11,0,G778,G777,G779
G777,"(0, 3, 9, 2, 4, 8, 7, 6, 5, 1)","(4, 7, 6, 5, 1, 3, 2, 0, 9, 8)",13n4024,-11,0,G779,G776,G778
